source,ITEM_CODE,DISPLAY NAME,MASTER CAT,TYPE,Tag
FMCGNF,15867,Stan Fresh Super Lemon Disinfectant Floor Cleaner 1 Ltr BOGO,fmcgnf,BOGO,yes
FMCGNF,96345,Joy Skin Fruits Spots & Tan Clear Face Wash 100ml BOGO,fmcgnf,BOGO,yes
FMCGNF,96346,Joy Skin Fruits Brightening Face wash 100ml BOGO,fmcgnf,BOGO,yes
FMCGNF,16930,Joy Pure Neem Skin Purifying Face Wash 100ml BOGO,fmcgnf,BOGO,yes
FMCGNF,90929,Eagle Super Toilet Cleaner 500 ml BOGO,fmcgnf,BOGO,yes
FMCGNF,96347,Joy Skin Fruits Softening Glow Face Wash 100ml BOGO,fmcgnf,BOGO,yes
FMCGNF,3561,He Advanced Grooming Respect Perfumed Body Spray | 300ml | BOGO,fmcgnf,BOGO,yes
FMCGNF,96438,Stan Fresh Liquid Hand Wash Neem With Green Tea (750 ml +750ml) BOGO,fmcgnf,BOGO,yes
FMCGNF,96393,Stan Fresh Sandal Liquid Handwash 750 ml BOGO,fmcgnf,BOGO,yes
FMCGNF,4732,Himalaya Purifying Neem Face Wash | 200ml | Buy 1 Get 1 Free,fmcgnf,BOGO,yes
FMCGNF,102592,"Lacto Calamine Daily Cleansing Face Wipes - Aloe Vera, Cucumber & Vitamin E | 25 pcs | Buy 1 Get 1 Free",fmcgnf,BOGO,yes
FMCGNF,30383,Beardo Oil Control Neem Facewash | 100 ml | Buy 1 Get 1,fmcgnf,BOGO,yes
FMCGNF,11114,Sanifresh Bathroom Cleaner | 450ml | Buy 1 Get 1 Free,fmcgnf,BOGO,yes
FMCGNF,102049,VLCC Natural & Herbal Henna Hair Shine & Darkens Hair Colour | 120g | Buy 1 Get 1,fmcgnf,BOGO,yes
FMCGNF,84212,VLCC Dandruff Care & Control Shampoo 350ml + 350ml Buy 1 Get 1 Free,fmcgnf,BOGO,yes
FMCGNF,102735,Signature Premium Deo Talc | Cocktail | 100g | Buy One Get One,fmcgnf,BOGO,yes
FMCGNF,10573,Spinz Enchante Talc Buy 1 Get 1 Free | 200g | Pack of 1,fmcgnf,BOGO,yes
FMCGNF,102734,"Signature Premium Deo Talc | Black Jack | 100g | Buy One Get One
",fmcgnf,BOGO,yes
FMCGNF,28479,Mysore Sandal Freshnol Perfumed Phenyl Disinfectant Liquid 1 Ltr B1G1,fmcgnf,BOGO,yes
FMCGNF,76105,Stan Fresh Super 6 In One Rose Toilet Cleaner B1G1 500 ml,fmcgnf,BOGO,yes
FMCGNF,76103,Stan Fresh Anti Germ Dish Wash Gel B1G1 500ml Bottle,fmcgnf,BOGO,yes
FMCGNF,78017,Stanfresh Glass & Household Cleaner 500ml B1G1,fmcgnf,BOGO,yes
FMCGNF,86541,Boro Plus Ayurvedic Doodh Kesar Body Lotion 400ml*2N B1G1 Free,fmcgnf,BOGO,yes
FMCGNF,76107,Stan Fresh Super 6 In 1 Rose Toilet Cleaner B1G1 1 Ltr,fmcgnf,BOGO,yes
FMCGNF,66109,Santoor Mild Gentle Hand Wash Lotus & Tulsi 200ml B1G1 Free,fmcgnf,BOGO,yes
FMCGNF,1490,Denver Black Code Cologne Talc 100g B1G1 Free,fmcgnf,BOGO,yes
FMCGNF,14325,Santoor Gentle Hand Wash Classic 180ml B1G1 Free,fmcgnf,BOGO,yes
FMCGNF,76104,Stan Fresh Lemon & Neem Anti Germ Dish Wash Gel B1G1 850 ml,fmcgnf,BOGO,yes
FMCGNF,15866,Stan Fresh Super Sandal Disinfectant 1Ltr B1G1 Free,fmcgnf,BOGO,yes
FMCGNF,75617,He Advanced Grooming Power Body Perfume 120ml B1G1,fmcgnf,BOGO,yes
FMCGNF,66448,Denver Imperial Hamilton Talc 100g B1G1 Free,fmcgnf,BOGO,yes
FMCGNF,94984,Emami Golden Beauty Alpine Dew French Perfume Talc 400 g B1G1 Free,fmcgnf,BOGO,yes
FMCGNF,4897,Unibic Oatmeal Digestive Cookies 120g B1G1 Free,fmcgf,BOGO,yes
FMCGNF,1451,Dabur Honey Squeezy 225g B1G1 Free,fmcgf,BOGO,yes
FMCGNF,37135,Apis Himalaya Honey 500 g B1G1 Free,fmcgf,BOGO,yes
FMCGNF,37136,Apis Honey Himalaya 225g B1G1,fmcgf,BOGO,yes
FMCGNF,37138,Apis Pineapple Fruit Blast Jam 450g B1G1,fmcgf,BOGO,yes
FMCGNF,37133,Apis Fruit Blast Mixed Fruit Jam 450g B1G1,fmcgf,BOGO,yes
FMCGNF,97309,Let's Bite Active Persian Ocean Fish B1G1 400g,fmcgf,BOGO,yes
FMCGNF,76369,Apis Himalaya Honey 1 Kg B1G1,fmcgf,BOGO,yes
FMCGNF,92289,Apis Toasted Corn Flakes 500 g B1G1,fmcgf,BOGO,yes
FMCGNF,97311,PurePet Kitten Tuna & Salmon B1G1 180g,fmcgf,BOGO,yes
FMCGNF,97313,PurePet Kitten Mackerel B1G1 180g,fmcgf,BOGO,yes
FMCGNF,95618,Tops Gold Green Chilli Pickle 900 g B1G1,fmcgf,BOGO,yes
FMCGNF,97307,Let's Bite Cat Active Adult Ocean Fish B1G1 400g,fmcgf,BOGO,yes
FMCGNF,95619,Tops Gold Mango Pickle 900 g B1G1,fmcgf,BOGO,yes
FMCGNF,97308,Let's Bite Active Kitten Ocean Fish B1G1 400g,fmcgf,BOGO,yes
FMCGNF,97312,PurePet Kitten Ocean Fish B1G1 180g,fmcgf,BOGO,yes
FMCGNF,95620,Tops Gold Mixed Pickle 900 g B1G1,fmcgf,BOGO,yes
FMCGNF,97013,Panda Treats Pasta Macaroni 250g BOGO,fmcgf,BOGO,yes
FMCGNF,14234,Unibic Wafers Rich Chocolate 60g BOGO,fmcgf,BOGO,yes
FMCGNF,95524,Tops Gold Lime Pickle Jar 900 g BOGO,fmcgf,BOGO,yes
FMCGNF,10389,MTR Instant Gulab Jamun Mix | 175g | Buy 1 Get 1 Free | Pack of 2,fmcgf,BOGO,yes
FMCGNF,97012,Panda Treats Pasta Fusilli Buy Buy 1 Get 1 Free 250g,fmcgf,BOGO,yes
FMCGNF,12825,Dabur Honey Squeezy | 400g x 2 | Buy 1 Get 1 Free | Pack of 2,fmcgf,BOGO,yes
FMCGNF,14235,Unibic Yummy Strawberry Wafers Buy 1 Get 1 Free - 60g,fmcgf,BOGO,yes
FMCGNF,103932,Baidyanath Squeezy Honey | 400g x 2 | Buy 1 Get 1 Free | Pack of 2,fmcgf,BOGO,yes
FMCGNF,103396,Britannia Treat Rich Creme Orange Flavoured Wafers | 55g | Buy 1 Get 1,fmcgf,BOGO,yes
FMCGNF,2930,Nestle KitKat 2 Finger 11.9g,fmcgf,CHOCLATE,yes
FMCGNF,1249,Cadbury Dairy Milk Chocolate Bar 11g,fmcgf,CHOCLATE,yes
FMCGNF,13989,Cadbury Dairy Milk Crispello Chocolate 12.5g,fmcgf,CHOCLATE,yes
FMCGNF,2767,Cadbury Dairy Milk Chocolate Bar | 18g,fmcgf,CHOCLATE,yes
FMCGNF,42327,Nestle Kit Kat BBE 38.5g,fmcgf,CHOCLATE,yes
FMCGNF,877,Amul Dark Chocolate 35g,fmcgf,CHOCLATE,yes
FMCGNF,2811,Nestle Kitkat 28.5g,fmcgf,CHOCLATE,yes
FMCGNF,80407,Nestle Kitkat Now Longer 19g,fmcgf,CHOCLATE,yes
FMCGNF,72102,Nestlé Munch Max | 37.5g | Pack of 1,fmcgf,CHOCLATE,yes
FMCGNF,29673,Nestle Kitkat Share & Snap 2*3 Fingers 57g,fmcgf,CHOCLATE,yes
FMCGNF,1248,Cadbury Dairy Milk Chocolate Bar 40g,fmcgf,CHOCLATE,yes
FMCGNF,10670,Milkybar Moosha Caramel & Nougat Bar 18g,fmcgf,CHOCLATE,yes
FMCGNF,1270,Cadbury Fuse Chocolate | 21g | Pack of 1,fmcgf,CHOCLATE,yes
FMCGNF,2934,Nestle Munch 17.4g,fmcgf,CHOCLATE,yes
FMCGNF,79395,Amul Fruit N Nut Dark Chocolate 40g,fmcgf,CHOCLATE,yes
FMCGNF,14077,Cadbury 5 Star Chocolate Bar | 33g | Pack of 1,fmcgf,CHOCLATE,yes
FMCGNF,1230,Cadbury 5Star Oreo 40g,fmcgf,CHOCLATE,yes
FMCGNF,2780,Kinder Joy Girl 20g,fmcgf,CHOCLATE,yes
FMCGNF,1246,कैडबरी क्रिस्पेलो डेयरी मिल्क | 35 ग्राम | 1 पैक,fmcgf,CHOCLATE,yes
FMCGNF,10408,Cadbury Dairy Milk Crackle 36g,fmcgf,CHOCLATE,yes
FMCGNF,101111,Cadbury Bournville Classic 50% Dark Chocolate Bar | 30g | Pack of 1,fmcgf,CHOCLATE,yes
FMCGNF,2781,Kinder Joy Surprise Growing Generation 20g,fmcgf,CHOCLATE,yes
FMCGNF,13277,Cadbury Fuse Chocolate 43g,fmcgf,CHOCLATE,yes
FMCGNF,71086,Cadbury Perk Double Chocolate Bar 18.2g,fmcgf,CHOCLATE,yes
FMCGNF,1254,Cadbury Dairy Milk Roast Almond Chocolate Bar 36g,fmcgf,CHOCLATE,yes
FMCGNF,12431,Nestle Milkybar Its Yummy 22.5g,fmcgf,CHOCLATE,yes
FMCGNF,1241,Cadbury Chocolates Celebrations | 49.2g | Pack of 1,fmcgf,CHOCLATE,yes
FMCGNF,69725,Cadbury Dairy Milk Lickables 20g,fmcgf,CHOCLATE,yes
FMCGNF,1251,Cadbury Dairy Milk Fruit And Nut Chocolate Bar 36g,fmcgf,CHOCLATE,yes
FMCGNF,77610,Hersheys Kisses Hazelnut Cookies Chocolate 33.6g,fmcgf,CHOCLATE,yes
FMCGNF,8653,Nestle Milkybar Its Yummy 12.5g,fmcgf,CHOCLATE,yes
FMCGNF,10024,Cadbury 5Star Chocolate 18g,fmcgf,CHOCLATE,yes
FMCGNF,11546,Kinder Creamy Milk And Crunchy 19g,fmcgf,CHOCLATE,yes
FMCGNF,11907,Hersheys Kisses Milk Chocolate 36g,fmcgf,CHOCLATE,yes
FMCGNF,104004,Cadbury Dairy Milk Milkinis Chocolate Bar | 17g | Pack of 1,fmcgf,CHOCLATE,yes
FMCGNF,103210,Lotte pepero original sticks | 30g | Pack of 1,fmcgf,CHOCLATE,yes
FMCGNF,22462,Hersheys Exotic Dark Blueberry & Acai Flavoured Centre Chocolate 33.3g,fmcgf,CHOCLATE,yes
FMCGNF,9284,Cadbury 5Star 3D Chocolate Crunchy Crispies 40g,fmcgf,CHOCLATE,yes
FMCGNF,103211,Lotte pepero crunchy sticks | 39g | Pack fo 1,fmcgf,CHOCLATE,yes
FMCGNF,11904,Hersheys Kisses Cookies N Creme 33.6g,fmcgf,CHOCLATE,yes
FMCGNF,13342,NestlÃ© Milkybar Moosha Caramel+Nougat Bar | 38g | Pack of 1,fmcgf,CHOCLATE,yes
FMCGNF,13255,Nestle Milkybar Creamy Treat 42g,fmcgf,CHOCLATE,yes
FMCGNF,10583,Cadbury Shots | 16g | Pack of 1,fmcgf,CHOCLATE,yes
FMCGNF,101249,RiteBite Max Protein 7 Grain Breakfast Cookie | Choco Almond | 60g | Pack of 1,fmcgf,CHOCLATE,yes
FMCGNF,13508,Raspberey & Goji Flavored Center Chocolate 33.3g,fmcgf,CHOCLATE,yes
FMCGNF,2815,Nestle Munch 8.7g,fmcgf,CHOCLATE,yes
FMCGNF,11902,Hershey's kisses Almonds Crunchy Bits in Milk Chocolate 33.6g,fmcgf,CHOCLATE,yes
FMCGNF,104003,Cadbury Dairy Milk Milkinis Duo Pack Chocolate Bar | 34g | Pack of 1,fmcgf,CHOCLATE,yes
FMCGNF,73327,Snickers Chocolate Bar 20g,fmcgf,CHOCLATE,yes
FMCGNF,11951,Snickers Almond Bar 22g,fmcgf,CHOCLATE,yes
FMCGNF,69726,Snickers Butterscotch Flavour 22g,fmcgf,CHOCLATE,yes
FMCGNF,13188,Hersheys Cookies N Creme 40g,fmcgf,CHOCLATE,yes
FMCGNF,22240,Cadbury Perk | 10.3g | Pack of 1,fmcgf,CHOCLATE,yes
FMCGNF,1137,Cadbury Dairy Milk Chocolate Bar 5.5g,fmcgf,CHOCLATE,yes
FMCGNF,2903,Nestle Bar One | 18g | Pack of 1,fmcgf,CHOCLATE,yes
FMCGNF,11749,Snickers Almond 45g,fmcgf,CHOCLATE,yes
FMCGNF,66118,Sundrop Duo Peanuts Chocolate 20.5g,fmcgf,CHOCLATE,yes
FMCGNF,11960,Mars Nougat & Caramel Filled Chocolate Bar Pouch 51g,fmcgf,CHOCLATE,yes
FMCGNF,70644,Twix Caramel Cookie Chocolate Bar 50g,fmcgf,CHOCLATE,yes
FMCGNF,13254,Snickers Chocolate Bar | 40g | Pack of 1,fmcgf,CHOCLATE,yes
FMCGNF,97130,Mooba Cold Coffee Latte | 200ml | Pack of 1,fmcgf,CHOCLATE,yes
FMCGNF,83804,Yoga Bar Blueberry Pie Breakfast Protein Bar 50g,fmcgf,CHOCLATE,yes
FMCGNF,83805,Yoga Bar Multigrain Nuts And Seeds Energy Bar 35g,fmcgf,CHOCLATE,yes
FMCGNF,11751,Bounty Double Chocolate 57g,fmcgf,CHOCLATE,yes
FMCGNF,80693,Bounty Chocolate Bar 28.5g,fmcgf,CHOCLATE,yes
FMCGNF,935,Amul Spray Instant Milk Food 1 Kg pouch,fmcgf,BABY FOODS,yes
FMCGNF,940,Amulspray Infant Milk Food Carton 500g,fmcgf,BABY FOODS,yes
FMCGNF,96350,Nestle Lactogen Pro 1 Upto 6 Month Box 400g,fmcgf,BABY FOODS,yes
FMCGNF,96349,Nestle Lactogen Pro 2 After 6 Months Upto 12 Months Box 400g,fmcgf,BABY FOODS,yes
FMCGNF,939,Amulspray Infant Milk Food 200g,fmcgf,BABY FOODS,yes
FMCGNF,97037,Nestle Cerelac Wheat Apple 6-24 Months 350g,fmcgf,BABY FOODS,yes
FMCGNF,11185,Nestle Cerelac Multigrain And Fruits 12-24 Months 300g,fmcgf,BABY FOODS,yes
FMCGNF,12786,Nestle Nan Pro Stage 1 400g,fmcgf,BABY FOODS,yes
FMCGNF,2833,Nestle Cerelac Wheat Apple Carrot 300g,fmcgf,BABY FOODS,yes
FMCGNF,3243,Nestle Lactogen Pro 4 Cerelac From 18-24 Months 400g,fmcgf,BABY FOODS,yes
FMCGNF,2923,Nestle Ceregrow Kids Cereal Multigrain Cereal With Milk Fruit For 2 to 6 Years 300g,fmcgf,BABY FOODS,yes
FMCGNF,3242,Nestle Lactogen Pro 3 Follow Up Formula Powder After 12 Months Upto 18 Months 400g,fmcgf,BABY FOODS,yes
FMCGNF,11184,Nestle Cerelac Wheat Rice Mixed Fruit 10-24 Months 300g,fmcgf,BABY FOODS,yes
FMCGNF,97021,Nestle Cerelac Wheat Apple Cherry 8-24 Months 350g,fmcgf,BABY FOODS,yes
FMCGNF,12787,Nestle Nan Pro 2 After 6 Months Up To 12 Months Stage 2 400g,fmcgf,BABY FOODS,yes
FMCGNF,2924,Nestle Cerelac 5 Grains Fruit 18-24 Months 300g,fmcgf,BABY FOODS,yes
FMCGNF,941,Amulspray Infant Milk Food Tin 500g,fmcgf,BABY FOODS,yes
FMCGNF,2925,Nestle Cerelac Multigrain Dal Veg 12-24 Months 300g,fmcgf,BABY FOODS,yes
FMCGNF,12789,Nestle Nan Pro 3 400g,fmcgf,BABY FOODS,yes
FMCGNF,2851,Nestle Lactogen 2 Cerelac After 6 Months Upto 12 Months 400g,fmcgf,BABY FOODS,yes
FMCGNF,87588,Coca-Cola Diet Coke | 300ml | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,30606,Bisleri Water Bottle 5 Ltr,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,11519,Red Bull Energy Drink 250ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,4929,Maaza Refresh Mango Fruit Drink | 125ml | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,4910,Thums Up Soft Drink 250ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,68115,Hell Classic Energy Drink 250ml Can,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,70437,Pran Drinko Float Litchi Fruit Drink | 250ml | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,5176,Frooti Mango Drink 125ml Tetra Pack,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,10098,Maaza Mango Drink 250ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,15769,Bisleri Water 1 Ltr,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,4694,Sprite Soft Drink 250ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,27554,Pran Litchi Fruit Drinks 125ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,1342,Coca Cola 250ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,101707,Hell Energy Apple 250ml Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,1343,Coca Cola 300ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,12721,Slice 125ml Tetra Pack,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,4692,Sprite 300ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,8346,Sting Energy Drinks Pet 250ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,83765,Hell Strong Watermelon Energy Drink 250ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,11727,Mirinda Soft Drink | 400ml | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,28818,Frooti | 330ml | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,70417,Mountain Dew 330ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,1455,Dabur Keora Water 250ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,4699,Thums Up 300ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,30484,Fanta Soft Drink 250ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,66854,Limca Lemon 250ml Bottle,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,87054,Pepsi Black 300ml Tin,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,3325,Aquafina Drinking Water 1 Ltr,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,10089,Kinley water 1 Ltr,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,97083,Schweppes Original Ginger Ale 300ml Can,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,97082,Schweppes Indian Tonic Water 300ml Can,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,4933,Real Fruit Power Mango 180ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,30540,Bisleri Water 500ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,87055,Pepsi Soft Drink Tin | 300ml | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,73744,Real Fruit Power Orange Juice 180ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,4938,Real Juice Mixed Fruit 180ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,12508,Mountain Dew Pet Bottle | 400ml | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,5198,Monster Energy Drink | 350ml | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,30525,Aquafina Water 500ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,28040,Pran Frooto Mango Drink 250ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,4935,Real Fruit Power Apple 180ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,12681,Paper Boat Drink Lychee 150ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,94940,Paper Boat Aamras Mango Fruit Juice 200 ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,97287,Pou Chong Kim Lemonee Lemon Juice 200ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,4936,Real Fruit Power Litchi 180ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,70454,Pran Mango Fruit Drink 500ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,17499,Paper Boat Coconut Water 200ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,29933,Real Fruit Power Guava Juice 180ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,3332,Real Mango Drink 250ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,12683,Paper Boat Drink Orange 150ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,88093,Coolberg Ginger Non-Alcoholic Beer 330ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,27096,Paper Boat Mixed Fruit 150ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,89975,Tropicana Apple Delight 180 ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,11696,Coca Cola No Sugar 300ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,11747,Paper Boat Alphonso Mango With Vitamin D 150ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,73264,Coolberg Strawberry Non Alcoholic Beer 330ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,90556,Lahori Zeera 300 ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,5165,Tropicana Pomegranate Delight | 180ml | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,10179,Paper Boat Swing Slurpy Mango 125ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,79441,Sepoy Elder Flower Tonic Water 200ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,3333,Paper Boat Swing Yummy Guava 125 ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,12682,Paper Boat Drink Apple 150ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,12725,Mirinda Can | 330ml | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,1621,Real Juice Pineapple 180ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,97716,Sofit Almond Unsweetened Drink | 180ml | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,97084,Schweppes Original Soda Water 300ml Can,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,77990,Paper Boat Jaljeera | 200ml | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,100625,Hamdard Nariyal Paani | 200ml | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,98151,Sepoy Sparkling Mineral Water 200ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,79443,Sepoy Indian Tonic Water 200ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,100632,Paper Boat Zero Calorie Indian Tonic Water 600ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,11700,Paper Boat Aamras 150ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,83071,Coolberg Peach Can Beer 300ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,27094,Paper Boat Swing Fizz Jeera 250ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,79449,Sepoy Original Ginger Ale Tonic Water 200ml,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,97130,Mooba Cold Coffee Latte | 200ml | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,100629,Paper Boat Zero Sparkling Water Green Apple | 250ml | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,100631,Paper Boat Zero Sparkling Water Lemon Lime | 250ml | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,26416,Appy Fizz | 125ml | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,99246,Gatorade Orange Zero Sugar | 500ml | Pet Bottle | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,99245,Gatorade Lemon Zero Sugar | 500ml | Pet Bottle | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,99244,Gatorade Blue Bolt Zero Sugar | 500ml | Pet Bottle | Pack of 1,fmcgf,WATER/JUICE/CAN,yes
FMCGNF,92718,B Natural Mango Juice 125 ml,fmcgf,WATER/JUICE/CAN,yes
